2023-07-31 10:44:56 [queue.INFO] [yii\db\Connection::open] Opening DB connection: mysql:host=127.0.0.1;dbname=whitenoise;port=8889 {"memory":768584} 
2023-07-31 10:44:56 [queue.INFO] [yii\web\Session::open] Session started {"memory":1671920} 
2023-07-31 10:44:56 [queue.INFO] [nystudio107\codeeditor\CodeEditor::bootstrap] CodeEditor module bootstrapped {"memory":1699144} 
2023-07-31 10:44:56 [queue.INFO] [adigital\cookieconsentbanner\CookieConsentBanner::init] Cookie Consent Banner plugin loaded {"memory":1835720} 
2023-07-31 10:44:56 [queue.INFO] [nystudio107\cookies\Cookies::init] Cookies plugin loaded {"memory":1855280} 
2023-07-31 10:44:56 [queue.INFO] [vaersaagod\matrixmate\MatrixMate::init] MatrixMate plugin loaded {"memory":2233944} 
2023-07-31 10:44:56 [queue.INFO] [craft\queue\QueueLogBehavior::beforeExec]  [944] Purge Unfinalized Assets (attempt: 1, pid: 1363) - Started {"memory":2764832} 
2023-07-31 10:44:56 [queue.INFO] [craft\queue\QueueLogBehavior::afterExec]  [949] Purge Unfinalized Assets (attempt: 1, pid: 1363) - Done (time: 0.001s) {"memory":2805920} 
2023-07-31 10:44:56 [queue.INFO] [craft\queue\QueueLogBehavior::beforeExec]  [950] Purge Unfinalized Assets (attempt: 1, pid: 1363) - Started {"memory":2809400} 
2023-07-31 10:44:56 [queue.INFO] [craft\queue\QueueLogBehavior::afterExec]  [950] Purge Unfinalized Assets (attempt: 1, pid: 1363) - Done (time: 0.000s) {"memory":2810848} 
2023-07-31 10:44:56 [queue.INFO] [craft\queue\QueueLogBehavior::beforeExec]  [951] Purge Unfinalized Assets (attempt: 1, pid: 1363) - Started {"memory":2814328} 
2023-07-31 10:44:56 [queue.INFO] [craft\queue\QueueLogBehavior::afterExec]  [951] Purge Unfinalized Assets (attempt: 1, pid: 1363) - Done (time: 0.000s) {"memory":2815776} 
2023-07-31 10:44:56 [queue.INFO] [craft\queue\QueueLogBehavior::beforeExec]  [952] Purge Unfinalized Assets (attempt: 1, pid: 1363) - Started {"memory":2819256} 
2023-07-31 10:44:56 [queue.INFO] [craft\queue\QueueLogBehavior::afterExec]  [952] Purge Unfinalized Assets (attempt: 1, pid: 1363) - Done (time: 0.000s) {"memory":2820704} 
2023-07-31 10:44:56 [queue.INFO] [craft\queue\QueueLogBehavior::beforeExec]  [953] Purge Unfinalized Assets (attempt: 1, pid: 1363) - Started {"memory":2824184} 
2023-07-31 10:44:56 [queue.INFO] [craft\queue\QueueLogBehavior::afterExec]  [953] Purge Unfinalized Assets (attempt: 1, pid: 1363) - Done (time: 0.000s) {"memory":2825632} 
2023-07-31 10:44:56 [queue.INFO] [craft\queue\QueueLogBehavior::beforeExec]  [954] Purge Unfinalized Assets (attempt: 1, pid: 1363) - Started {"memory":2829112} 
2023-07-31 10:44:56 [queue.INFO] [craft\queue\QueueLogBehavior::afterExec]  [954] Purge Unfinalized Assets (attempt: 1, pid: 1363) - Done (time: 0.000s) {"memory":2830560} 
2023-07-31 10:44:56 [queue.INFO] [craft\queue\QueueLogBehavior::beforeExec]  [955] Purge Unfinalized Assets (attempt: 1, pid: 1363) - Started {"memory":2834040} 
2023-07-31 10:44:56 [queue.INFO] [craft\queue\QueueLogBehavior::afterExec]  [955] Purge Unfinalized Assets (attempt: 1, pid: 1363) - Done (time: 0.001s) {"memory":2835488} 
2023-07-31 10:44:56 [queue.INFO] [craft\queue\QueueLogBehavior::beforeExec]  [956] Purge Unfinalized Assets (attempt: 1, pid: 1363) - Started {"memory":2838968} 
2023-07-31 10:44:56 [queue.INFO] [craft\queue\QueueLogBehavior::afterExec]  [956] Purge Unfinalized Assets (attempt: 1, pid: 1363) - Done (time: 0.000s) {"memory":2840416} 
2023-07-31 10:44:56 [queue.INFO] [craft\queue\QueueLogBehavior::beforeExec]  [957] Purge Unfinalized Assets (attempt: 1, pid: 1363) - Started {"memory":2847992} 
2023-07-31 10:44:56 [queue.INFO] [craft\queue\QueueLogBehavior::afterExec]  [957] Purge Unfinalized Assets (attempt: 1, pid: 1363) - Done (time: 0.000s) {"memory":2849440} 
2023-07-31 10:44:56 [queue.INFO] [craft\queue\QueueLogBehavior::beforeExec]  [958] Purge Unfinalized Assets (attempt: 1, pid: 1363) - Started {"memory":2852920} 
2023-07-31 10:44:56 [queue.INFO] [craft\queue\QueueLogBehavior::afterExec]  [958] Purge Unfinalized Assets (attempt: 1, pid: 1363) - Done (time: 0.000s) {"memory":2854368} 
2023-07-31 10:44:56 [queue.INFO] [craft\queue\QueueLogBehavior::beforeExec]  [959] Purge Unfinalized Assets (attempt: 1, pid: 1363) - Started {"memory":2857848} 
2023-07-31 10:44:56 [queue.INFO] [craft\queue\QueueLogBehavior::afterExec]  [959] Purge Unfinalized Assets (attempt: 1, pid: 1363) - Done (time: 0.000s) {"memory":2859296} 
2023-07-31 10:44:56 [queue.INFO] [craft\queue\QueueLogBehavior::beforeExec]  [960] Purge Unfinalized Assets (attempt: 1, pid: 1363) - Started {"memory":2862776} 
2023-07-31 10:44:56 [queue.INFO] [craft\queue\QueueLogBehavior::afterExec]  [960] Purge Unfinalized Assets (attempt: 1, pid: 1363) - Done (time: 0.000s) {"memory":2864224} 
2023-07-31 10:44:56 [queue.INFO] [craft\queue\QueueLogBehavior::beforeExec]  [961] Purge Unfinalized Assets (attempt: 1, pid: 1363) - Started {"memory":2867704} 
2023-07-31 10:44:56 [queue.INFO] [craft\queue\QueueLogBehavior::afterExec]  [961] Purge Unfinalized Assets (attempt: 1, pid: 1363) - Done (time: 0.000s) {"memory":2869152} 
2023-07-31 10:44:56 [queue.INFO] [craft\queue\QueueLogBehavior::beforeExec]  [962] Purge Unfinalized Assets (attempt: 1, pid: 1363) - Started {"memory":2872632} 
2023-07-31 10:44:56 [queue.INFO] [craft\queue\QueueLogBehavior::afterExec]  [962] Purge Unfinalized Assets (attempt: 1, pid: 1363) - Done (time: 0.000s) {"memory":2874080} 
2023-07-31 10:44:56 [queue.INFO] [craft\queue\QueueLogBehavior::beforeExec]  [963] Purge Unfinalized Assets (attempt: 1, pid: 1363) - Started {"memory":2877560} 
2023-07-31 10:44:56 [queue.INFO] [craft\queue\QueueLogBehavior::afterExec]  [963] Purge Unfinalized Assets (attempt: 1, pid: 1363) - Done (time: 0.000s) {"memory":2879008} 
2023-07-31 10:44:56 [queue.INFO] [craft\queue\QueueLogBehavior::beforeExec]  [964] Purge Unfinalized Assets (attempt: 1, pid: 1363) - Started {"memory":2882488} 
2023-07-31 10:44:56 [queue.INFO] [craft\queue\QueueLogBehavior::afterExec]  [964] Purge Unfinalized Assets (attempt: 1, pid: 1363) - Done (time: 0.000s) {"memory":2883936} 
2023-07-31 10:44:56 [queue.INFO] [craft\queue\QueueLogBehavior::beforeExec]  [965] Purge Unfinalized Assets (attempt: 1, pid: 1363) - Started {"memory":2887416} 
2023-07-31 10:44:56 [queue.INFO] [craft\queue\QueueLogBehavior::afterExec]  [965] Purge Unfinalized Assets (attempt: 1, pid: 1363) - Done (time: 0.000s) {"memory":2888864} 
2023-07-31 10:44:56 [queue.INFO] [craft\queue\QueueLogBehavior::beforeExec]  [966] Purge Unfinalized Assets (attempt: 1, pid: 1363) - Started {"memory":2892344} 
2023-07-31 10:44:56 [queue.INFO] [craft\queue\QueueLogBehavior::afterExec]  [966] Purge Unfinalized Assets (attempt: 1, pid: 1363) - Done (time: 0.000s) {"memory":2893792} 
2023-07-31 10:44:56 [queue.INFO] [craft\queue\QueueLogBehavior::beforeExec]  [967] Purge Unfinalized Assets (attempt: 1, pid: 1363) - Started {"memory":2897272} 
2023-07-31 10:44:56 [queue.INFO] [craft\queue\QueueLogBehavior::afterExec]  [967] Purge Unfinalized Assets (attempt: 1, pid: 1363) - Done (time: 0.000s) {"memory":2898720} 
2023-07-31 10:44:56 [queue.INFO] [craft\queue\QueueLogBehavior::beforeExec]  [968] Purge Unfinalized Assets (attempt: 1, pid: 1363) - Started {"memory":2902200} 
2023-07-31 10:44:56 [queue.INFO] [craft\queue\QueueLogBehavior::afterExec]  [968] Purge Unfinalized Assets (attempt: 1, pid: 1363) - Done (time: 0.000s) {"memory":2903648} 
2023-07-31 10:44:56 [queue.INFO] [craft\queue\QueueLogBehavior::beforeExec]  [969] Purge Unfinalized Assets (attempt: 1, pid: 1363) - Started {"memory":2907128} 
2023-07-31 10:44:56 [queue.INFO] [craft\queue\QueueLogBehavior::afterExec]  [969] Purge Unfinalized Assets (attempt: 1, pid: 1363) - Done (time: 0.001s) {"memory":2908576} 
2023-07-31 10:44:56 [queue.INFO] [craft\queue\QueueLogBehavior::beforeExec]  [970] Purge Unfinalized Assets (attempt: 1, pid: 1363) - Started {"memory":2912056} 
2023-07-31 10:44:56 [queue.INFO] [craft\queue\QueueLogBehavior::afterExec]  [970] Purge Unfinalized Assets (attempt: 1, pid: 1363) - Done (time: 0.000s) {"memory":2913504} 
2023-07-31 10:44:56 [queue.INFO] [craft\queue\QueueLogBehavior::beforeExec]  [971] Purge Unfinalized Assets (attempt: 1, pid: 1363) - Started {"memory":2916984} 
2023-07-31 10:44:56 [queue.INFO] [craft\queue\QueueLogBehavior::afterExec]  [971] Purge Unfinalized Assets (attempt: 1, pid: 1363) - Done (time: 0.000s) {"memory":2918432} 
2023-07-31 10:44:56 [queue.INFO] [craft\queue\QueueLogBehavior::beforeExec]  [972] Purge Unfinalized Assets (attempt: 1, pid: 1363) - Started {"memory":2921912} 
2023-07-31 10:44:56 [queue.INFO] [craft\queue\QueueLogBehavior::afterExec]  [972] Purge Unfinalized Assets (attempt: 1, pid: 1363) - Done (time: 0.000s) {"memory":2923360} 
2023-07-31 10:44:56 [queue.INFO] [craft\queue\QueueLogBehavior::beforeExec]  [973] Purge Unfinalized Assets (attempt: 1, pid: 1363) - Started {"memory":2926840} 
2023-07-31 10:44:56 [queue.INFO] [craft\queue\QueueLogBehavior::afterExec]  [973] Purge Unfinalized Assets (attempt: 1, pid: 1363) - Done (time: 0.000s) {"memory":2928288} 
2023-07-31 10:44:56 [queue.INFO] [craft\queue\QueueLogBehavior::beforeExec]  [974] Purge Unfinalized Assets (attempt: 1, pid: 1363) - Started {"memory":2931768} 
2023-07-31 10:44:56 [queue.INFO] [craft\queue\QueueLogBehavior::afterExec]  [974] Purge Unfinalized Assets (attempt: 1, pid: 1363) - Done (time: 0.000s) {"memory":2933216} 
2023-07-31 10:44:56 [queue.INFO] [craft\queue\QueueLogBehavior::beforeExec]  [975] Purge Unfinalized Assets (attempt: 1, pid: 1363) - Started {"memory":2936696} 
2023-07-31 10:44:56 [queue.INFO] [craft\queue\QueueLogBehavior::afterExec]  [975] Purge Unfinalized Assets (attempt: 1, pid: 1363) - Done (time: 0.000s) {"memory":2946336} 
2023-07-31 10:44:56 [queue.INFO] [craft\queue\QueueLogBehavior::beforeExec]  [976] Purge Unfinalized Assets (attempt: 1, pid: 1363) - Started {"memory":2949816} 
2023-07-31 10:44:56 [queue.INFO] [craft\queue\QueueLogBehavior::afterExec]  [976] Purge Unfinalized Assets (attempt: 1, pid: 1363) - Done (time: 0.001s) {"memory":2951264} 
2023-07-31 10:44:56 [queue.INFO] [craft\queue\QueueLogBehavior::beforeExec]  [977] Purge Unfinalized Assets (attempt: 1, pid: 1363) - Started {"memory":2954744} 
2023-07-31 10:44:56 [queue.INFO] [craft\queue\QueueLogBehavior::afterExec]  [977] Purge Unfinalized Assets (attempt: 1, pid: 1363) - Done (time: 0.000s) {"memory":2956192} 
2023-07-31 10:44:56 [queue.INFO] [craft\queue\QueueLogBehavior::beforeExec]  [978] Purge Unfinalized Assets (attempt: 1, pid: 1363) - Started {"memory":2959672} 
2023-07-31 10:44:56 [queue.INFO] [craft\queue\QueueLogBehavior::afterExec]  [978] Purge Unfinalized Assets (attempt: 1, pid: 1363) - Done (time: 0.000s) {"memory":2961120} 
2023-07-31 10:44:56 [queue.INFO] [craft\queue\QueueLogBehavior::beforeExec]  [979] Purge Unfinalized Assets (attempt: 1, pid: 1363) - Started {"memory":2964600} 
2023-07-31 10:44:56 [queue.INFO] [craft\queue\QueueLogBehavior::afterExec]  [979] Purge Unfinalized Assets (attempt: 1, pid: 1363) - Done (time: 0.000s) {"memory":2966048} 
2023-07-31 10:44:56 [queue.INFO] [craft\queue\QueueLogBehavior::beforeExec]  [980] Purge Unfinalized Assets (attempt: 1, pid: 1363) - Started {"memory":2969528} 
2023-07-31 10:44:56 [queue.INFO] [craft\queue\QueueLogBehavior::afterExec]  [980] Purge Unfinalized Assets (attempt: 1, pid: 1363) - Done (time: 0.000s) {"memory":2970976} 
2023-07-31 10:44:56 [queue.INFO] [craft\queue\QueueLogBehavior::beforeExec]  [981] Purge Unfinalized Assets (attempt: 1, pid: 1363) - Started {"memory":2974456} 
2023-07-31 10:44:56 [queue.INFO] [craft\queue\QueueLogBehavior::afterExec]  [981] Purge Unfinalized Assets (attempt: 1, pid: 1363) - Done (time: 0.000s) {"memory":2975904} 
2023-07-31 10:44:56 [queue.INFO] [craft\queue\QueueLogBehavior::beforeExec]  [982] Purge Unfinalized Assets (attempt: 1, pid: 1363) - Started {"memory":2979384} 
2023-07-31 10:44:56 [queue.INFO] [craft\queue\QueueLogBehavior::afterExec]  [982] Purge Unfinalized Assets (attempt: 1, pid: 1363) - Done (time: 0.000s) {"memory":2980832} 
2023-07-31 10:44:56 [queue.INFO] [craft\queue\QueueLogBehavior::beforeExec]  [983] Purge Unfinalized Assets (attempt: 1, pid: 1363) - Started {"memory":2984312} 
2023-07-31 10:44:56 [queue.INFO] [craft\queue\QueueLogBehavior::afterExec]  [983] Purge Unfinalized Assets (attempt: 1, pid: 1363) - Done (time: 0.000s) {"memory":2985760} 
2023-07-31 10:44:56 [queue.INFO] [craft\queue\QueueLogBehavior::beforeExec]  [984] Purge Unfinalized Assets (attempt: 1, pid: 1363) - Started {"memory":2989240} 
2023-07-31 10:44:56 [queue.INFO] [craft\queue\QueueLogBehavior::afterExec]  [984] Purge Unfinalized Assets (attempt: 1, pid: 1363) - Done (time: 0.000s) {"memory":2990688} 
2023-07-31 10:44:56 [queue.INFO] [craft\queue\QueueLogBehavior::beforeExec]  [985] Purge Unfinalized Assets (attempt: 1, pid: 1363) - Started {"memory":2994168} 
2023-07-31 10:44:56 [queue.INFO] [craft\queue\QueueLogBehavior::afterExec]  [985] Purge Unfinalized Assets (attempt: 1, pid: 1363) - Done (time: 0.000s) {"memory":2995616} 
2023-07-31 10:44:56 [queue.INFO] [craft\queue\QueueLogBehavior::beforeExec]  [986] Purge Unfinalized Assets (attempt: 1, pid: 1363) - Started {"memory":2999096} 
2023-07-31 10:44:56 [queue.INFO] [craft\queue\QueueLogBehavior::afterExec]  [986] Purge Unfinalized Assets (attempt: 1, pid: 1363) - Done (time: 0.000s) {"memory":3000544} 
2023-07-31 10:44:56 [queue.INFO] [craft\queue\QueueLogBehavior::beforeExec]  [987] Purge Unfinalized Assets (attempt: 1, pid: 1363) - Started {"memory":3004024} 
2023-07-31 10:44:56 [queue.INFO] [craft\queue\QueueLogBehavior::afterExec]  [987] Purge Unfinalized Assets (attempt: 1, pid: 1363) - Done (time: 0.000s) {"memory":3005472} 
2023-07-31 10:44:56 [queue.INFO] [craft\queue\QueueLogBehavior::beforeExec]  [988] Purge Unfinalized Assets (attempt: 1, pid: 1363) - Started {"memory":3008952} 
2023-07-31 10:44:56 [queue.INFO] [craft\queue\QueueLogBehavior::afterExec]  [988] Purge Unfinalized Assets (attempt: 1, pid: 1363) - Done (time: 0.000s) {"memory":3010400} 
2023-07-31 10:44:56 [queue.INFO] [craft\queue\QueueLogBehavior::beforeExec]  [989] Purge Unfinalized Assets (attempt: 1, pid: 1363) - Started {"memory":3013880} 
2023-07-31 10:44:56 [queue.INFO] [craft\queue\QueueLogBehavior::afterExec]  [989] Purge Unfinalized Assets (attempt: 1, pid: 1363) - Done (time: 0.000s) {"memory":3015328} 
2023-07-31 10:44:56 [queue.INFO] [craft\queue\QueueLogBehavior::beforeExec]  [990] Purge Unfinalized Assets (attempt: 1, pid: 1363) - Started {"memory":3018808} 
2023-07-31 10:44:56 [queue.INFO] [craft\queue\QueueLogBehavior::afterExec]  [990] Purge Unfinalized Assets (attempt: 1, pid: 1363) - Done (time: 0.000s) {"memory":3020256} 
2023-07-31 10:44:56 [queue.INFO] [craft\queue\QueueLogBehavior::beforeExec]  [991] Purge Unfinalized Assets (attempt: 1, pid: 1363) - Started {"memory":3023736} 
2023-07-31 10:44:56 [queue.INFO] [craft\queue\QueueLogBehavior::afterExec]  [991] Purge Unfinalized Assets (attempt: 1, pid: 1363) - Done (time: 0.001s) {"memory":3025184} 
2023-07-31 10:44:56 [queue.INFO] [craft\queue\QueueLogBehavior::beforeExec]  [992] Purge Unfinalized Assets (attempt: 1, pid: 1363) - Started {"memory":3028664} 
2023-07-31 10:44:56 [queue.INFO] [craft\queue\QueueLogBehavior::afterExec]  [992] Purge Unfinalized Assets (attempt: 1, pid: 1363) - Done (time: 0.000s) {"memory":3030112} 
2023-07-31 10:44:56 [queue.INFO] [craft\queue\QueueLogBehavior::beforeExec]  [993] Purge Unfinalized Assets (attempt: 1, pid: 1363) - Started {"memory":3033592} 
2023-07-31 10:44:56 [queue.INFO] [craft\queue\QueueLogBehavior::afterExec]  [993] Purge Unfinalized Assets (attempt: 1, pid: 1363) - Done (time: 0.000s) {"memory":3035040} 
2023-07-31 10:44:56 [queue.INFO] [craft\queue\QueueLogBehavior::beforeExec]  [994] Purge Unfinalized Assets (attempt: 1, pid: 1363) - Started {"memory":3038520} 
2023-07-31 10:44:56 [queue.INFO] [craft\queue\QueueLogBehavior::afterExec]  [994] Purge Unfinalized Assets (attempt: 1, pid: 1363) - Done (time: 0.000s) {"memory":3039968} 
2023-07-31 10:44:56 [queue.INFO] [craft\queue\QueueLogBehavior::beforeExec]  [995] Purge Unfinalized Assets (attempt: 1, pid: 1363) - Started {"memory":3043448} 
2023-07-31 10:44:56 [queue.INFO] [craft\queue\QueueLogBehavior::afterExec]  [995] Purge Unfinalized Assets (attempt: 1, pid: 1363) - Done (time: 0.000s) {"memory":3044896} 
2023-07-31 10:44:56 [queue.INFO] [craft\queue\QueueLogBehavior::beforeExec]  [996] Purge Unfinalized Assets (attempt: 1, pid: 1363) - Started {"memory":3048376} 
2023-07-31 10:44:56 [queue.INFO] [craft\queue\QueueLogBehavior::afterExec]  [996] Purge Unfinalized Assets (attempt: 1, pid: 1363) - Done (time: 0.000s) {"memory":3049824} 
2023-07-31 10:44:56 [queue.INFO] [craft\queue\QueueLogBehavior::beforeExec]  [997] Purge Unfinalized Assets (attempt: 1, pid: 1363) - Started {"memory":3053304} 
2023-07-31 10:44:56 [queue.INFO] [craft\queue\QueueLogBehavior::afterExec]  [997] Purge Unfinalized Assets (attempt: 1, pid: 1363) - Done (time: 0.000s) {"memory":3054752} 
2023-07-31 10:44:56 [queue.INFO] [craft\queue\QueueLogBehavior::beforeExec]  [998] Purge Unfinalized Assets (attempt: 1, pid: 1363) - Started {"memory":3058232} 
2023-07-31 10:44:56 [queue.INFO] [craft\queue\QueueLogBehavior::afterExec]  [998] Purge Unfinalized Assets (attempt: 1, pid: 1363) - Done (time: 0.000s) {"memory":3059680} 
2023-07-31 10:44:56 [queue.INFO] [craft\queue\QueueLogBehavior::beforeExec]  [999] Purge Unfinalized Assets (attempt: 1, pid: 1363) - Started {"memory":3063160} 
2023-07-31 10:44:56 [queue.INFO] [craft\queue\QueueLogBehavior::afterExec]  [999] Purge Unfinalized Assets (attempt: 1, pid: 1363) - Done (time: 0.000s) {"memory":3064608} 
2023-07-31 10:44:56 [queue.INFO] [craft\queue\QueueLogBehavior::beforeExec]  [1000] Purge Unfinalized Assets (attempt: 1, pid: 1363) - Started {"memory":3068088} 
2023-07-31 10:44:56 [queue.INFO] [craft\queue\QueueLogBehavior::afterExec]  [1000] Purge Unfinalized Assets (attempt: 1, pid: 1363) - Done (time: 0.000s) {"memory":3069536} 
2023-07-31 10:44:56 [queue.INFO] [craft\queue\QueueLogBehavior::beforeExec]  [1001] Purge Unfinalized Assets (attempt: 1, pid: 1363) - Started {"memory":3073984} 
2023-07-31 10:44:56 [queue.INFO] [craft\queue\QueueLogBehavior::afterExec]  [1001] Purge Unfinalized Assets (attempt: 1, pid: 1363) - Done (time: 0.000s) {"memory":3075432} 
2023-07-31 10:44:56 [queue.INFO] [craft\queue\QueueLogBehavior::beforeExec]  [1002] Purge Unfinalized Assets (attempt: 1, pid: 1363) - Started {"memory":3078912} 
2023-07-31 10:44:56 [queue.INFO] [craft\queue\QueueLogBehavior::afterExec]  [1002] Purge Unfinalized Assets (attempt: 1, pid: 1363) - Done (time: 0.000s) {"memory":3080360} 
2023-07-31 10:44:56 [queue.INFO] [craft\queue\QueueLogBehavior::beforeExec]  [1003] Purge Unfinalized Assets (attempt: 1, pid: 1363) - Started {"memory":3083840} 
2023-07-31 10:44:56 [queue.INFO] [craft\queue\QueueLogBehavior::afterExec]  [1003] Purge Unfinalized Assets (attempt: 1, pid: 1363) - Done (time: 0.000s) {"memory":3085288} 
2023-07-31 10:44:56 [queue.INFO] [craft\queue\QueueLogBehavior::beforeExec]  [1004] Purge Unfinalized Assets (attempt: 1, pid: 1363) - Started {"memory":3088768} 
2023-07-31 10:44:56 [queue.INFO] [craft\queue\QueueLogBehavior::afterExec]  [1004] Purge Unfinalized Assets (attempt: 1, pid: 1363) - Done (time: 0.000s) {"memory":3090216} 
2023-07-31 10:44:56 [queue.INFO] [craft\queue\QueueLogBehavior::beforeExec]  [1005] Purge Unfinalized Assets (attempt: 1, pid: 1363) - Started {"memory":3093696} 
2023-07-31 10:44:56 [queue.INFO] [craft\queue\QueueLogBehavior::afterExec]  [1005] Purge Unfinalized Assets (attempt: 1, pid: 1363) - Done (time: 0.000s) {"memory":3095144} 
2023-07-31 10:44:56 [queue.INFO] [craft\queue\QueueLogBehavior::beforeExec]  [1006] Purge Unfinalized Assets (attempt: 1, pid: 1363) - Started {"memory":3098624} 
2023-07-31 10:44:56 [queue.INFO] [craft\queue\QueueLogBehavior::afterExec]  [1006] Purge Unfinalized Assets (attempt: 1, pid: 1363) - Done (time: 0.000s) {"memory":3100072} 
2023-07-31 10:44:56 [queue.INFO] [craft\queue\QueueLogBehavior::beforeExec]  [1007] Purge Unfinalized Assets (attempt: 1, pid: 1363) - Started {"memory":3103552} 
2023-07-31 10:44:56 [queue.INFO] [craft\queue\QueueLogBehavior::afterExec]  [1007] Purge Unfinalized Assets (attempt: 1, pid: 1363) - Done (time: 0.001s) {"memory":3105000} 
2023-07-31 10:44:56 [queue.INFO] [craft\queue\QueueLogBehavior::beforeExec]  [1008] Purge Unfinalized Assets (attempt: 1, pid: 1363) - Started {"memory":3108480} 
2023-07-31 10:44:56 [queue.INFO] [craft\queue\QueueLogBehavior::afterExec]  [1008] Purge Unfinalized Assets (attempt: 1, pid: 1363) - Done (time: 0.001s) {"memory":3109928} 
2023-07-31 10:44:56 [queue.INFO] [craft\queue\QueueLogBehavior::beforeExec]  [1009] Purge Unfinalized Assets (attempt: 1, pid: 1363) - Started {"memory":3113408} 
2023-07-31 10:44:56 [queue.INFO] [craft\queue\QueueLogBehavior::afterExec]  [1009] Purge Unfinalized Assets (attempt: 1, pid: 1363) - Done (time: 0.000s) {"memory":3114856} 
2023-07-31 10:44:56 [queue.INFO] [application] Request context:
$_GET = [
    'p' => 'admin/actions/queue/run'
    'v' => '1690800295264'
]

$_POST = []

$_FILES = []

$_COOKIE = [
    'CRAFT_CSRF_TOKEN' => '••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••'
    'cookieconsent_status' => 'allow'
    'CraftSessionId' => '47e1k3aec3ueqdpjtev7dt3497'
    '8f2c3cf96b939295061eb13a81ccc27a_username' => 'c756a378f9ad4b95b39abb629ac78d6924bfe5af5bf71406651b02291bd6276ba:2:{i:0;s:41:\"8f2c3cf96b939295061eb13a81ccc27a_username\";i:1;s:5:\"admin\";}'
    '__stripe_mid' => '62891bd2-e906-4fe6-897d-a9213de5a3bb10859d'
    '8f2c3cf96b939295061eb13a81ccc27a_identity' => '7e362b12113b84f7ef0d0154ef04c9855f45ca3d0523d96759ef0dae8fe86804a:2:{i:0;s:41:\"8f2c3cf96b939295061eb13a81ccc27a_identity\";i:1;s:159:\"[1,\"[\\\"K58rtd6EHUEzLFsh-KlhjG7CALSwg4y_FDyWqWZOsFb5MYlRf0nYxxO_O9Cypmhdjjp-eA33kYHXkBAUEhr7jcaeDlOEzSQM0Zgg\\\",null,\\\"38a19dfe5bc5c11e9bd9b90544eff8a9\\\"]\",3600]\";}'
]

$_SESSION = [
    '0d86b8e7ffa267616a3ade71e3baf37d__flash' => [
        'cp-notice' => -1
